price,region,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options
2248,orange county,apartment,879,2,2.0,1,1,1,0,0,0,laundry on site,detached garage
2980,orange county,apartment,1150,3,2.0,0,0,1,0,0,0,na,na
1575,orange county,apartment,485,0,1.0,0,0,1,0,0,0,laundry on site,carport
2505,orange county,apartment,882,2,2.0,0,0,1,0,0,0,na,na
3055,orange county,townhouse,1090,2,2.0,1,0,1,0,0,0,w/d in unit,attached garage
2483,orange county,apartment,993,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage
2350,orange county,apartment,950,2,1.0,1,1,1,0,0,0,w/d in unit,carport
1695,orange county,apartment,775,1,1.0,1,1,0,0,0,0,laundry in bldg,attached garage
900,orange county,house,1141,4,2.0,0,1,1,0,0,0,na,na
2280,orange county,apartment,971,2,2.0,1,1,1,0,0,0,w/d hookups,detached garage
1333,orange county,apartment,361,0,1.0,1,1,1,0,0,0,na,na
1850,orange county,apartment,750,1,1.0,1,1,0,0,0,0,laundry on site,carport
1810,orange county,apartment,960,2,1.0,1,1,1,0,0,0,laundry on site,carport
2390,orange county,apartment,1000,2,2.0,0,0,1,0,0,0,na,na
2055,orange county,apartment,905,1,1.0,0,0,1,0,0,0,na,na
1865,orange county,apartment,875,2,1.0,1,1,1,0,0,0,laundry on site,carport
2330,orange county,apartment,956,2,2.0,1,1,1,0,0,0,laundry on site,carport
2800,orange county,apartment,1518,3,2.5,1,1,1,0,0,0,w/d in unit,na
1630,orange county,apartment,510,0,1.0,1,1,1,0,0,0,laundry on site,detached garage
2115,orange county,apartment,885,1,1.0,0,0,1,0,0,0,na,na
2632,orange county,apartment,1080,2,2.0,1,1,0,0,0,0,w/d in unit,attached garage
5500,orange county,apartment,1100,2,2.0,1,1,1,0,0,1,laundry in bldg,carport
1850,orange county,apartment,665,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage
1700,orange county,apartment,760,1,1.0,1,0,1,0,0,0,w/d hookups,detached garage
1400,orange county,apartment,361,0,1.0,1,1,1,0,0,0,na,na
3400,orange county,apartment,1491,2,2.0,1,1,1,1,0,0,w/d in unit,na
2415,orange county,apartment,1100,2,2.0,1,1,1,0,0,0,laundry in bldg,carport
2996,orange county,apartment,1238,2,2.0,1,1,1,1,0,0,w/d in unit,na
2891,orange county,apartment,695,1,1.0,1,1,0,1,0,1,w/d in unit,na
2035,orange county,apartment,990,2,1.0,1,1,1,0,0,0,laundry in bldg,detached garage
2345,orange county,apartment,950,2,1.0,1,1,0,0,0,0,laundry in bldg,attached garage
1235,orange county,townhouse,2403,4,1.5,1,1,1,0,0,0,na,na
2845,orange county,apartment,1331,2,2.0,1,1,1,0,0,0,laundry in bldg,carport
4706,orange county,apartment,1309,2,2.0,1,1,0,1,0,1,w/d in unit,na
1525,orange county,apartment,850,2,2.0,1,1,1,0,0,0,w/d in unit,carport
2650,orange county,apartment,1105,2,2.0,1,1,0,0,0,0,w/d in unit,detached garage
1820,orange county,apartment,696,1,1.0,0,0,1,0,0,0,na,na
2347,orange county,apartment,915,1,1.0,1,1,0,1,0,0,w/d in unit,detached garage
1700,orange county,apartment,825,1,1.0,0,0,1,0,0,0,na,na
1470,orange county,apartment,810,2,1.0,1,1,1,1,0,0,w/d in unit,carport
2175,orange county,apartment,765,1,1.0,1,1,0,1,0,0,w/d in unit,detached garage
2250,orange county,apartment,726,1,1.0,1,1,0,1,1,0,w/d in unit,detached garage
2380,orange county,apartment,942,2,2.0,1,1,1,0,0,0,w/d in unit,na
2170,orange county,apartment,1011,2,1.0,1,1,1,0,0,0,laundry on site,na
2510,orange county,apartment,1034,2,2.0,1,1,1,0,0,0,w/d in unit,na
2805,orange county,duplex,1200,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage
2915,orange county,apartment,1271,2,2.0,1,1,0,1,0,0,w/d in unit,detached garage
2067,orange county,apartment,595,0,1.0,1,1,0,1,1,0,w/d in unit,attached garage
4405,orange county,house,960,2,2.0,0,0,1,0,0,0,na,na
2298,orange county,apartment,916,1,1.0,0,0,1,0,0,0,na,na
2530,orange county,apartment,961,2,2.0,1,1,1,0,0,0,w/d in unit,na
3300,orange county,apartment,1065,2,2.0,1,1,1,0,0,0,w/d in unit,na
3100,orange county,house,1522,3,2.5,1,0,0,0,0,0,w/d hookups,attached garage
1845,orange county,apartment,750,1,1.0,1,1,1,0,0,0,laundry on site,carport
2465,orange county,apartment,728,1,1.0,1,1,0,1,1,0,w/d in unit,detached garage
2184,orange county,apartment,1120,2,2.0,1,1,1,0,0,0,laundry in bldg,carport
2195,orange county,apartment,835,2,2.0,1,1,0,0,0,0,laundry in bldg,detached garage
1965,orange county,apartment,696,1,1.0,1,1,1,0,0,0,w/d in unit,na
2415,orange county,apartment,1018,2,2.0,1,1,1,0,0,0,w/d in unit,na
2300,orange county,apartment,1200,2,2.0,1,0,1,0,0,0,laundry on site,carport
2020,orange county,apartment,790,1,1.0,1,1,1,0,0,0,w/d in unit,na
2500,orange county,apartment,878,1,1.0,1,1,0,0,0,0,w/d in unit,detached garage
1625,orange county,apartment,500,0,1.0,1,1,1,0,0,0,laundry on site,carport
1855,orange county,apartment,714,1,1.0,1,1,1,0,0,0,laundry on site,carport
2440,orange county,apartment,1035,2,2.0,1,1,1,0,0,0,w/d in unit,carport
2190,orange county,apartment,750,1,1.0,1,1,1,0,0,0,w/d in unit,na
2290,orange county,apartment,905,2,2.0,1,1,1,0,0,0,laundry on site,carport
1450,orange county,apartment,600,1,1.0,0,0,0,0,0,0,laundry in bldg,street parking
1580,orange county,apartment,677,1,1.0,0,0,1,0,0,0,na,na
3171,orange county,apartment,1480,2,2.0,1,1,1,0,1,0,w/d in unit,attached garage
2425,orange county,apartment,930,2,2.0,0,0,1,0,0,0,na,na
1635,orange county,apartment,500,0,1.0,1,1,1,0,0,0,laundry on site,carport
2250,orange county,apartment,723,1,1.0,0,0,1,0,0,0,na,na
2426,orange county,apartment,1320,3,2.0,1,1,1,1,0,0,laundry on site,carport
2164,orange county,apartment,2164,2,2.0,1,1,0,0,0,0,w/d in unit,na
2051,orange county,apartment,1116,2,2.0,1,1,0,0,0,0,laundry on site,carport
1905,orange county,apartment,611,0,1.0,1,1,0,1,1,0,w/d in unit,detached garage
2090,orange county,apartment,767,1,1.0,1,1,0,0,0,0,w/d in unit,na
2660,orange county,apartment,1005,1,1.0,1,1,0,1,1,0,w/d in unit,detached garage
1547,orange county,apartment,775,1,1.0,1,1,0,0,0,0,laundry on site,carport
1212,orange county,apartment,1138,2,2.0,0,0,1,0,0,0,w/d in unit,na
2895,orange county,apartment,1106,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage
1795,orange county,apartment,822,1,1.0,1,1,1,0,0,0,laundry on site,carport
2000,orange county,apartment,774,1,1.0,1,1,1,0,0,0,w/d in unit,carport
1950,orange county,house,1202,5,1.5,1,1,1,0,0,0,na,na
2365,orange county,apartment,973,2,2.0,1,1,0,0,0,0,w/d in unit,detached garage
2390,orange county,apartment,905,2,1.5,1,1,1,0,0,0,laundry on site,carport
2450,orange county,apartment,962,2,2.0,1,1,1,0,0,0,w/d in unit,carport
3470,orange county,apartment,1490,2,2.5,1,1,1,1,0,0,w/d in unit,na
1910,orange county,apartment,715,1,1.0,0,0,1,0,0,0,na,na
2295,orange county,apartment,746,1,1.0,1,1,1,0,0,0,w/d in unit,na
1700,orange county,apartment,700,1,1.0,1,1,1,0,0,0,laundry on site,carport
2538,orange county,apartment,733,1,1.0,0,0,1,0,0,0,na,na
2805,orange county,apartment,1069,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage
1670,orange county,apartment,692,1,1.0,1,1,1,0,0,0,laundry on site,carport
2016,orange county,apartment,786,1,1.0,1,1,0,1,0,0,w/d in unit,detached garage
1904,orange county,apartment,840,1,1.0,1,1,0,0,0,0,laundry on site,carport
2700,orange county,apartment,1256,2,2.5,1,1,1,0,0,0,w/d in unit,attached garage
2646,orange county,apartment,1155,2,2.0,0,0,1,0,0,0,na,na
2465,orange county,apartment,890,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage
2250,orange county,apartment,1011,2,1.5,1,1,1,0,0,0,laundry on site,carport
2944,orange county,apartment,1343,3,2.0,1,1,1,0,0,0,na,na
1795,orange county,apartment,756,1,1.0,1,1,1,0,0,0,laundry in bldg,carport
1698,orange county,apartment,442,0,1.0,1,1,1,0,0,0,laundry on site,carport
2530,orange county,apartment,1063,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage
2414,orange county,apartment,1185,2,2.0,1,1,0,0,0,0,w/d in unit,na
2064,orange county,apartment,980,2,1.0,1,1,1,0,0,0,laundry on site,carport
1978,orange county,apartment,690,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage
2575,orange county,apartment,779,1,1.0,1,1,0,1,1,0,w/d in unit,detached garage
1738,orange county,apartment,541,1,1.0,1,1,0,0,0,0,w/d in unit,na
3568,orange county,apartment,1089,2,2.0,0,0,1,0,0,0,na,na
2310,orange county,apartment,1005,2,2.0,1,1,1,0,0,0,laundry on site,off-street parking
1605,orange county,apartment,775,1,1.0,1,1,1,0,0,0,laundry on site,carport
2495,orange county,apartment,1034,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage
1753,orange county,apartment,622,1,1.0,1,1,0,0,0,0,w/d in unit,na
2445,orange county,apartment,760,1,1.0,1,1,1,1,0,0,w/d in unit,na
1972,orange county,apartment,789,1,1.0,1,1,0,0,0,0,w/d in unit,na
2034,orange county,apartment,624,1,1.0,1,1,1,0,0,0,w/d in unit,carport
1935,orange county,apartment,803,1,1.0,1,1,1,0,0,0,laundry on site,na
2105,orange county,apartment,1000,2,1.0,1,0,1,0,0,0,laundry on site,carport
1810,orange county,apartment,750,1,1.0,0,0,1,0,0,0,w/d in unit,carport
1999,orange county,apartment,770,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage
2209,orange county,apartment,985,2,1.0,1,1,1,0,0,0,w/d hookups,detached garage
1364,orange county,apartment,600,1,1.0,0,0,1,0,0,0,na,na
2199,orange county,apartment,1233,2,1.5,1,1,1,0,0,0,na,na
1794,orange county,apartment,736,1,1.0,1,1,0,0,0,0,laundry in bldg,carport
2100,orange county,apartment,769,1,1.0,1,1,1,0,0,0,na,na
1775,orange county,apartment,700,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage
1678,orange county,apartment,836,1,1.0,1,1,1,1,0,0,laundry on site,carport
2051,orange county,apartment,632,1,1.0,1,1,1,0,0,0,w/d in unit,carport
1830,orange county,apartment,680,1,1.0,1,1,1,0,0,0,w/d in unit,carport
2410,orange county,apartment,900,2,1.0,1,0,1,0,0,0,laundry on site,carport
2519,orange county,apartment,1173,2,2.0,1,1,1,1,0,0,w/d in unit,detached garage
1755,orange county,apartment,714,1,0.0,1,1,1,0,0,0,laundry on site,carport
2515,orange county,apartment,917,2,2.0,1,1,1,0,0,0,w/d in unit,carport
2095,orange county,apartment,929,2,2.0,1,1,1,0,0,0,w/d in unit,carport
1865,orange county,apartment,669,1,1.0,0,0,1,0,0,0,na,na
1595,orange county,apartment,500,0,1.0,1,1,1,0,0,0,laundry on site,off-street parking
2765,orange county,townhouse,1180,2,2.5,1,1,1,0,0,0,w/d in unit,na
2095,orange county,apartment,1100,2,2.0,1,1,1,0,0,1,laundry on site,detached garage
2510,orange county,apartment,801,1,1.0,1,1,0,0,0,0,w/d in unit,carport
2483,orange county,apartment,1026,2,2.0,1,1,1,0,0,0,w/d in unit,carport
1650,orange county,apartment,680,1,1.0,0,0,1,0,0,0,na,na
1573,orange county,apartment,593,1,1.0,1,1,1,0,0,0,na,na
2060,orange county,apartment,850,2,1.0,1,1,1,0,0,0,w/d in unit,carport
1656,orange county,apartment,707,1,1.0,1,1,1,0,0,0,laundry on site,carport
2490,orange county,apartment,942,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage
3495,orange county,apartment,1604,3,2.0,1,1,0,1,1,1,w/d in unit,attached garage
1835,orange county,apartment,520,0,1.0,1,1,1,0,0,0,laundry on site,carport
1965,orange county,apartment,612,0,1.0,1,1,1,0,0,0,w/d in unit,na
2140,orange county,apartment,704,1,1.0,1,1,1,0,0,0,w/d in unit,carport
1746,orange county,apartment,600,1,1.0,1,1,0,0,0,0,laundry on site,carport
2145,orange county,apartment,790,1,1.0,1,1,1,0,0,0,laundry on site,na
1975,orange county,apartment,725,1,1.0,1,1,1,0,0,0,w/d in unit,na
2139,orange county,apartment,660,1,1.0,1,1,1,0,1,0,w/d in unit,carport
2560,orange county,apartment,1033,3,2.0,1,1,1,0,0,0,w/d in unit,carport
2981,orange county,apartment,1190,2,2.0,1,1,1,0,0,0,w/d in unit,na
1565,orange county,apartment,770,2,1.0,0,0,1,0,0,0,na,na
1913,orange county,apartment,667,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage
2130,orange county,apartment,761,2,1.0,1,1,1,1,0,0,w/d in unit,na
1235,orange county,house,1533,4,2.5,1,1,1,0,0,0,na,na
1899,orange county,apartment,674,1,1.0,1,1,1,1,1,0,w/d in unit,off-street parking
2195,orange county,apartment,955,2,2.0,1,1,1,0,0,0,w/d in unit,carport
2252,orange county,apartment,992,2,2.0,1,1,1,1,0,0,w/d in unit,off-street parking
2466,orange county,apartment,1145,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage
1350,orange county,apartment,600,1,1.0,0,0,1,0,0,0,na,na
2506,orange county,apartment,1145,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage
1730,orange county,apartment,795,1,1.0,1,1,1,0,0,0,w/d hookups,carport
1980,orange county,apartment,966,1,1.0,1,1,1,0,0,0,laundry on site,carport
2299,orange county,apartment,1100,2,2.0,0,0,1,0,0,0,na,na
1615,orange county,apartment,770,2,1.0,0,0,1,0,0,0,na,na
1989,orange county,apartment,980,2,1.0,1,1,1,0,0,0,laundry on site,detached garage
1980,orange county,apartment,701,1,1.0,1,1,1,0,0,0,laundry on site,carport
2125,orange county,apartment,741,1,1.0,1,1,0,0,1,0,w/d in unit,na
1985,orange county,apartment,1000,2,2.0,0,0,1,0,0,0,laundry on site,na
1776,orange county,apartment,700,1,1.0,1,1,0,0,0,0,laundry in bldg,carport
2497,orange county,apartment,1078,2,2.0,1,1,0,0,1,0,w/d in unit,na
1751,orange county,apartment,700,1,1.0,1,1,0,0,0,0,laundry in bldg,carport
1715,orange county,apartment,788,1,1.0,1,1,1,0,0,0,laundry on site,carport
1766,orange county,apartment,700,1,1.0,1,1,0,0,0,0,laundry in bldg,off-street parking
2475,orange county,apartment,1260,3,2.0,0,0,0,0,0,0,laundry on site,attached garage
2051,orange county,apartment,850,2,1.0,1,1,0,0,0,0,laundry in bldg,carport
1900,orange county,apartment,917,2,1.0,1,0,1,0,0,0,laundry on site,carport
1745,orange county,apartment,700,1,1.0,1,1,1,0,0,0,laundry on site,detached garage
2195,orange county,apartment,1003,2,2.0,1,1,1,0,0,0,laundry on site,carport
1916,orange county,apartment,668,1,1.0,1,1,0,1,1,0,w/d in unit,na
4305,orange county,apartment,1546,2,2.0,1,1,1,0,0,0,w/d in unit,na
1520,orange county,apartment,735,1,1.0,1,1,1,0,0,0,laundry on site,carport
1744,orange county,apartment,670,1,1.0,1,1,0,0,0,0,laundry on site,carport
2030,orange county,apartment,807,1,1.0,1,1,0,1,0,0,w/d in unit,carport
2568,orange county,apartment,841,1,1.0,1,1,0,1,1,0,w/d in unit,attached garage
2675,orange county,apartment,1170,2,2.5,1,1,1,0,0,0,w/d in unit,attached garage
2665,orange county,apartment,1050,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage
1915,orange county,apartment,980,2,2.0,1,1,1,0,0,0,laundry in bldg,na
2775,orange county,apartment,1041,2,2.0,1,1,0,1,0,0,w/d in unit,na
1820,orange county,apartment,657,1,1.0,1,1,1,0,0,0,laundry on site,carport
1684,orange county,apartment,750,1,1.0,1,1,1,0,0,0,laundry on site,carport
2095,orange county,apartment,708,1,1.0,1,1,1,0,0,0,laundry on site,carport
2580,orange county,apartment,1081,2,2.0,1,1,1,0,0,0,w/d in unit,na
2140,orange county,apartment,1100,2,2.0,0,0,1,0,0,0,na,na
2325,orange county,apartment,925,2,2.0,1,1,1,0,0,0,laundry on site,carport
1785,orange county,apartment,657,1,1.0,1,1,1,0,0,0,laundry on site,carport
1785,orange county,apartment,750,1,1.0,0,0,1,0,0,0,na,carport
1891,orange county,apartment,751,1,1.0,1,1,1,0,0,0,w/d in unit,carport
2050,orange county,apartment,1009,2,2.0,1,1,1,0,0,0,w/d in unit,carport
2305,orange county,apartment,1200,2,2.0,0,0,1,0,0,0,na,na
1765,orange county,apartment,800,1,1.0,0,0,1,0,0,0,na,carport
1975,orange county,apartment,1000,2,0.0,0,0,1,0,0,0,laundry on site,carport
2045,orange county,apartment,849,1,1.0,1,1,1,0,0,0,laundry on site,carport
2088,orange county,apartment,976,1,1.0,1,1,1,0,0,0,w/d in unit,carport
1545,orange county,apartment,690,1,1.0,1,0,1,0,0,0,laundry on site,carport
1545,orange county,apartment,690,1,1.0,1,0,1,0,0,0,laundry on site,carport
1810,orange county,apartment,710,1,1.0,1,1,1,0,0,0,laundry on site,carport
3140,orange county,apartment,1021,2,2.0,1,1,0,1,1,0,w/d in unit,carport
2000,orange county,apartment,577,0,1.0,1,1,1,0,0,0,w/d in unit,na
2538,orange county,apartment,1113,2,2.0,1,1,1,0,0,0,w/d in unit,carport
1780,orange county,apartment,750,1,1.0,1,1,0,0,0,0,laundry on site,detached garage
1370,orange county,apartment,361,0,1.0,1,1,1,0,0,0,na,na
2225,orange county,apartment,1050,2,2.0,1,0,1,0,0,0,laundry on site,carport
1615,orange county,apartment,795,1,1.0,1,1,1,0,0,0,w/d hookups,na
2130,orange county,apartment,725,0,1.0,1,1,1,0,0,0,w/d in unit,na
1755,orange county,apartment,760,1,1.0,1,1,1,0,0,0,laundry on site,detached garage
2016,orange county,apartment,708,1,1.0,1,1,0,0,0,0,w/d in unit,carport
3200,orange county,house,1650,3,2.0,0,0,1,0,0,0,w/d in unit,attached garage
2195,orange county,apartment,880,2,2.0,1,1,0,0,0,0,laundry on site,carport
1552,orange county,apartment,520,0,1.0,1,1,1,0,0,0,laundry on site,carport
1880,orange county,apartment,660,1,1.0,1,1,0,0,0,0,laundry on site,carport
2895,orange county,apartment,1449,2,2.0,1,1,1,1,0,0,w/d in unit,detached garage
1655,orange county,apartment,800,1,1.0,1,1,1,0,0,0,w/d hookups,carport
1233,orange county,apartment,528,0,1.0,0,0,1,0,0,0,laundry on site,detached garage
2465,orange county,apartment,960,2,2.0,1,1,0,0,0,0,w/d in unit,detached garage
6100,orange county,apartment,1723,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage
2130,orange county,apartment,1180,2,2.5,1,1,1,0,0,0,w/d in unit,na
2060,orange county,apartment,828,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage
1745,orange county,apartment,750,1,1.0,1,1,1,0,0,0,laundry on site,carport
2355,orange county,apartment,1002,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage
1319,orange county,apartment,693,1,1.0,0,0,1,0,0,0,laundry on site,detached garage
1675,orange county,apartment,746,1,1.0,1,1,1,0,0,0,laundry on site,carport
1675,orange county,apartment,600,1,1.0,0,0,1,0,0,0,laundry in bldg,detached garage
2423,orange county,apartment,1004,2,2.0,0,0,1,0,0,0,na,na
3165,orange county,apartment,1075,2,1.5,0,0,1,0,0,0,na,na
1801,orange county,apartment,800,1,1.0,1,1,1,0,0,0,w/d in unit,carport
1665,orange county,apartment,750,1,1.0,1,0,1,0,0,0,laundry on site,carport
1985,orange county,apartment,963,2,1.0,1,1,1,0,0,0,laundry on site,na
2480,orange county,apartment,950,2,2.0,1,1,1,0,0,0,laundry on site,carport
2705,orange county,apartment,1461,2,1.0,1,1,0,0,0,0,w/d in unit,carport
2390,orange county,condo,900,2,1.0,0,0,0,0,0,1,w/d in unit,carport
2480,orange county,apartment,900,2,1.0,1,1,0,1,0,0,laundry on site,detached garage
1635,orange county,apartment,714,1,1.0,0,0,1,0,0,0,laundry on site,carport
2900,orange county,townhouse,1103,2,2.5,1,1,1,0,0,0,w/d in unit,na
2489,orange county,apartment,993,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage
1965,orange county,apartment,710,1,1.0,0,0,1,0,0,0,laundry on site,carport
2780,orange county,apartment,1148,2,2.0,1,1,1,0,0,0,w/d in unit,na
1775,orange county,apartment,675,1,1.0,1,1,1,0,0,0,laundry on site,carport
3531,orange county,townhouse,1591,3,3.0,1,1,1,1,0,0,w/d hookups,detached garage
1945,orange county,apartment,791,1,1.0,0,0,1,0,0,0,na,na
3015,orange county,apartment,1130,2,2.0,1,1,1,0,0,0,w/d in unit,na
2055,orange county,apartment,1066,1,1.0,1,1,1,0,0,0,laundry on site,carport
2855,orange county,apartment,1098,2,2.0,1,1,1,0,0,0,w/d in unit,na
2160,orange county,townhouse,1300,2,1.5,1,1,1,0,0,0,w/d in unit,carport
1850,orange county,apartment,750,1,1.0,1,1,1,0,0,0,laundry on site,carport
1975,orange county,apartment,925,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking
1549,orange county,apartment,600,1,1.0,0,0,1,0,0,0,na,na
2040,orange county,apartment,651,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage
2595,orange county,apartment,1135,2,2.0,1,0,0,1,0,0,w/d in unit,attached garage
2490,orange county,apartment,1389,2,2.5,1,1,0,0,0,0,w/d hookups,attached garage
2065,orange county,apartment,763,1,1.0,1,1,1,0,0,0,w/d in unit,na
2025,orange county,apartment,970,2,1.0,1,1,1,0,0,1,laundry on site,carport
2350,orange county,apartment,990,2,2.0,1,1,1,0,0,0,w/d in unit,carport
2240,orange county,townhouse,1050,2,1.5,1,1,1,0,0,0,w/d hookups,carport
1665,orange county,apartment,505,1,1.0,1,1,1,0,0,0,laundry on site,carport
1999,orange county,apartment,900,2,1.0,1,1,1,0,0,0,laundry on site,detached garage
2030,orange county,apartment,589,1,1.0,1,1,0,0,0,0,w/d in unit,detached garage
2127,orange county,apartment,1050,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage
2159,orange county,apartment,727,1,1.0,1,1,0,1,0,0,w/d in unit,na
2200,orange county,apartment,775,1,1.0,1,1,1,0,0,0,w/d in unit,carport
3305,orange county,townhouse,1434,3,2.5,1,1,0,0,0,0,w/d in unit,attached garage
2483,orange county,apartment,1100,2,2.5,1,1,1,0,0,0,w/d in unit,carport
4400,orange county,house,2650,4,3.0,1,1,1,0,0,0,laundry in bldg,attached garage
2025,orange county,apartment,941,2,2.0,1,1,1,0,0,0,laundry on site,carport
2600,orange county,apartment,1152,2,2.0,1,1,0,1,1,0,w/d in unit,na
2474,orange county,apartment,993,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage
1400,orange county,apartment,600,1,1.0,0,0,0,0,0,0,laundry in bldg,street parking
2760,orange county,apartment,1154,2,2.0,1,1,1,0,0,0,w/d in unit,na
2715,orange county,apartment,799,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage
1995,orange county,apartment,700,2,1.0,1,1,1,1,0,0,laundry on site,off-street parking
2040,orange county,apartment,685,1,1.0,1,1,1,0,0,0,w/d in unit,carport
1905,orange county,apartment,1000,2,1.0,1,1,1,0,0,0,laundry on site,carport
1860,orange county,apartment,1000,2,1.0,1,1,1,0,0,0,laundry on site,carport
2057,orange county,apartment,985,2,1.0,1,1,1,0,0,0,w/d hookups,carport
2800,orange county,apartment,1058,2,2.0,1,1,1,0,0,0,w/d in unit,na
4596,orange county,apartment,1438,3,3.0,0,0,1,0,0,0,na,na
2186,orange county,apartment,711,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage
1880,orange county,apartment,750,1,1.0,1,0,1,0,0,0,laundry on site,carport
2275,orange county,apartment,878,1,1.0,1,1,0,0,0,0,w/d in unit,detached garage
2259,orange county,apartment,950,2,1.0,1,1,0,1,0,0,laundry in bldg,attached garage
2405,orange county,apartment,985,2,2.0,1,1,0,0,0,0,w/d in unit,na
2268,orange county,apartment,1050,2,2.0,1,1,1,0,0,0,w/d in unit,carport
1675,orange county,apartment,700,1,1.0,1,1,1,0,0,0,laundry on site,carport
2006,orange county,apartment,881,2,2.0,1,1,1,0,0,0,laundry on site,na
2884,orange county,apartment,1303,3,2.0,1,1,1,0,0,0,na,na
2150,orange county,apartment,789,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage
1924,orange county,apartment,750,1,1.0,1,1,0,0,0,0,na,carport
2465,orange county,apartment,1060,2,2.0,1,1,0,0,0,0,w/d in unit,detached garage
1575,orange county,apartment,704,1,1.0,0,0,1,0,0,0,laundry in bldg,na
1599,orange county,apartment,670,1,1.0,1,1,1,0,0,0,laundry on site,carport
1960,orange county,apartment,658,1,1.0,1,1,1,1,0,0,w/d in unit,detached garage
1795,orange county,apartment,750,1,1.0,1,1,1,0,0,0,laundry on site,carport
1895,orange county,apartment,750,1,1.0,1,1,1,0,0,0,laundry on site,detached garage
2845,orange county,apartment,1300,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage
1930,orange county,apartment,750,1,1.0,1,0,1,0,0,0,laundry on site,carport
1825,orange county,apartment,750,1,1.0,1,1,1,0,0,0,laundry on site,carport
2125,orange county,apartment,706,1,1.0,1,1,0,0,0,0,laundry on site,carport
2065,orange county,apartment,850,2,1.5,1,1,1,0,0,0,laundry on site,detached garage
1885,orange county,apartment,750,1,1.0,1,0,1,0,0,0,laundry on site,carport
2155,orange county,townhouse,1300,2,1.5,1,1,1,0,0,0,w/d in unit,carport
2245,orange county,apartment,1200,2,2.0,0,0,1,0,0,0,na,na
2245,orange county,apartment,1100,2,2.0,0,0,1,0,0,0,na,na
1610,orange county,apartment,525,0,1.0,1,1,1,0,0,0,laundry on site,carport
1970,orange county,apartment,950,2,1.5,1,1,1,0,0,0,laundry on site,carport
1665,orange county,apartment,740,1,1.0,1,1,1,0,0,0,laundry on site,carport
1639,orange county,apartment,724,1,1.0,1,1,1,0,0,0,na,na
1858,orange county,apartment,836,2,1.0,1,1,1,0,0,0,laundry on site,carport
1865,orange county,apartment,750,1,1.0,1,0,1,0,0,0,laundry on site,carport
1840,orange county,apartment,750,1,1.0,1,0,1,0,0,0,laundry on site,carport
540,orange county,house,1060,2,2.0,1,1,1,0,0,0,na,na
1955,orange county,apartment,750,1,1.0,1,0,1,0,0,0,laundry on site,carport
1905,orange county,apartment,910,1,2.0,0,0,1,0,0,0,na,na
1500,orange county,apartment,810,2,1.0,0,0,1,0,0,0,na,na
1930,orange county,apartment,750,1,1.0,1,0,1,0,0,0,laundry on site,carport
2168,orange county,apartment,711,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage
2299,orange county,apartment,1100,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage
1404,orange county,apartment,432,0,1.0,1,1,1,0,0,0,na,na
1760,orange county,apartment,714,1,1.0,1,1,1,0,0,0,laundry on site,carport
2220,orange county,apartment,1100,2,1.5,0,0,1,0,0,0,laundry on site,detached garage
1630,orange county,apartment,700,1,1.0,1,1,1,0,0,0,laundry on site,na
2225,orange county,apartment,883,1,1.0,1,1,0,1,1,0,w/d in unit,na
4250,orange county,condo,1500,3,3.5,0,0,1,0,0,0,w/d in unit,attached garage
1750,orange county,apartment,715,1,1.0,1,1,0,0,0,0,laundry on site,attached garage
2380,orange county,apartment,743,1,1.0,1,1,0,0,0,0,w/d in unit,carport
2600,orange county,apartment,1200,3,2.0,0,0,0,0,0,1,no laundry on site,street parking
2395,orange county,apartment,1026,2,2.0,1,1,1,0,0,0,laundry on site,off-street parking
2645,orange county,apartment,810,1,1.0,1,1,1,0,0,0,w/d in unit,carport
